	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	4	3	3	2	A	2	4	1	4	1	102
1	6	4	3	1	random	2	2	1	4	3	102
2	5	2	1	2	random	1	3	4	4	3	102
3	3	4	1	2	random	3	3	2	1	4	102
4	1	2	2	4	B	4	1	3	1	3	102
5	5	3	1	4	random	3	4	2	1	2	102
6	3	2	3	2	random	1	4	1	4	3	102
7	3	2	3	1	random	2	1	4	4	3	102
8	5	3	4	1	random	2	1	2	4	3	102
9	6	1	2	1	C	3	3	4	4	2	102
10	7	4	2	4	random	1	1	3	3	2	102
11	7	3	4	1	random	3	1	2	2	4	102
12	3	3	2	1	random	3	4	1	4	2	102
13	4	3	4	3	random	2	1	2	1	4	102
14	6	3	4	1	random	3	2	1	4	2	102
