	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	3	2	4	random	1	4	1	3	2	102
1	6	3	3	2	A	2	4	1	4	1	102
2	4	1	2	1	C	3	3	4	4	2	102
3	4	2	1	3	random	1	4	3	4	2	102
4	6	1	4	1	random	3	3	2	2	4	102
5	7	3	1	3	random	1	2	4	2	4	102
6	2	2	2	4	B	4	1	3	1	3	102
7	5	2	3	2	random	1	4	1	4	3	102
8	6	2	4	3	random	4	3	1	2	1	102
9	6	4	2	3	random	2	3	1	4	1	102
10	5	3	1	3	random	1	2	4	4	2	102
11	6	3	1	2	random	1	4	2	3	4	102
12	7	1	2	4	random	1	3	4	3	2	102
13	4	1	4	3	random	4	3	2	1	2	102
14	6	2	1	3	random	2	4	3	4	1	102
